ds,qty_mail
2-Oct-15,0
3-Oct-15,0
4-Oct-15,0
5-Oct-15,0
6-Oct-15,0
7-Oct-15,0
8-Oct-15,0
9-Oct-15,0
10-Oct-15,0
11-Oct-15,0
12-Oct-15,0
13-Oct-15,0
14-Oct-15,0
15-Oct-15,0
16-Oct-15,0
17-Oct-15,0
18-Oct-15,0
19-Oct-15,0
20-Oct-15,0
21-Oct-15,0
22-Oct-15,0
23-Oct-15,0
24-Oct-15,0
25-Oct-15,0
26-Oct-15,0
27-Oct-15,0
28-Oct-15,0
29-Oct-15,0
30-Oct-15,0
31-Oct-15,0
1-Nov-15,0
2-Nov-15,0
3-Nov-15,0
4-Nov-15,0
5-Nov-15,0
6-Nov-15,0
7-Nov-15,0
8-Nov-15,0
9-Nov-15,0
10-Nov-15,0
11-Nov-15,0
12-Nov-15,0
13-Nov-15,0
14-Nov-15,0
15-Nov-15,0
16-Nov-15,0
17-Nov-15,0
18-Nov-15,0
19-Nov-15,0
20-Nov-15,0
21-Nov-15,0
22-Nov-15,0
23-Nov-15,0
24-Nov-15,0
25-Nov-15,0
26-Nov-15,0
27-Nov-15,0
28-Nov-15,0
29-Nov-15,0
30-Nov-15,0
1-Dec-15,0
2-Dec-15,0
3-Dec-15,0
4-Dec-15,0
5-Dec-15,0
6-Dec-15,0
7-Dec-15,0
8-Dec-15,0
9-Dec-15,0
10-Dec-15,0
11-Dec-15,0
12-Dec-15,0
13-Dec-15,0
14-Dec-15,0
15-Dec-15,0
16-Dec-15,0
17-Dec-15,0
18-Dec-15,0
19-Dec-15,0
20-Dec-15,0
21-Dec-15,0
22-Dec-15,0
23-Dec-15,0
24-Dec-15,0
25-Dec-15,0
26-Dec-15,0
27-Dec-15,0
28-Dec-15,0
29-Dec-15,0
30-Dec-15,0
31-Dec-15,0
1-Jan-16,0
2-Jan-16,0
3-Jan-16,0
4-Jan-16,0
5-Jan-16,0
6-Jan-16,0
7-Jan-16,0
8-Jan-16,0
9-Jan-16,0
10-Jan-16,0
11-Jan-16,9212
12-Jan-16,0
13-Jan-16,0
14-Jan-16,0
15-Jan-16,0
16-Jan-16,0
17-Jan-16,0
18-Jan-16,0
19-Jan-16,0
20-Jan-16,0
21-Jan-16,0
22-Jan-16,0
23-Jan-16,0
24-Jan-16,0
25-Jan-16,1020133
26-Jan-16,0
27-Jan-16,0
28-Jan-16,0
29-Jan-16,0
30-Jan-16,0
31-Jan-16,0
1-Feb-16,0
2-Feb-16,0
3-Feb-16,0
4-Feb-16,0
5-Feb-16,0
6-Feb-16,0
7-Feb-16,0
8-Feb-16,0
9-Feb-16,0
10-Feb-16,0
11-Feb-16,1204933
12-Feb-16,0
13-Feb-16,0
14-Feb-16,0
15-Feb-16,0
16-Feb-16,0
17-Feb-16,0
18-Feb-16,0
19-Feb-16,0
20-Feb-16,0
21-Feb-16,0
22-Feb-16,0
23-Feb-16,0
24-Feb-16,0
25-Feb-16,0
26-Feb-16,0
27-Feb-16,0
28-Feb-16,0
29-Feb-16,0
1-Mar-16,0
2-Mar-16,0
3-Mar-16,0
4-Mar-16,0
5-Mar-16,0
6-Mar-16,0
7-Mar-16,0
8-Mar-16,0
9-Mar-16,0
10-Mar-16,0
11-Mar-16,0
12-Mar-16,0
13-Mar-16,0
14-Mar-16,0
15-Mar-16,0
16-Mar-16,0
17-Mar-16,0
18-Mar-16,0
19-Mar-16,0
20-Mar-16,0
21-Mar-16,0
22-Mar-16,0
23-Mar-16,0
24-Mar-16,0
25-Mar-16,0
26-Mar-16,0
27-Mar-16,0
28-Mar-16,0
29-Mar-16,0
30-Mar-16,0
31-Mar-16,0
1-Apr-16,0
2-Apr-16,0
3-Apr-16,0
4-Apr-16,0
5-Apr-16,0
6-Apr-16,0
7-Apr-16,0
8-Apr-16,0
9-Apr-16,0
10-Apr-16,0
11-Apr-16,0
12-Apr-16,0
13-Apr-16,0
14-Apr-16,0
15-Apr-16,0
16-Apr-16,0
17-Apr-16,0
18-Apr-16,0
19-Apr-16,0
20-Apr-16,0
21-Apr-16,0
22-Apr-16,0
23-Apr-16,0
24-Apr-16,0
25-Apr-16,0
26-Apr-16,0
27-Apr-16,0
28-Apr-16,0
29-Apr-16,0
30-Apr-16,0
1-May-16,0
2-May-16,1306143
3-May-16,0
4-May-16,0
5-May-16,0
6-May-16,0
7-May-16,0
8-May-16,0
9-May-16,0
10-May-16,0
11-May-16,0
12-May-16,0
13-May-16,0
14-May-16,0
15-May-16,0
16-May-16,0
17-May-16,0
18-May-16,0
19-May-16,0
20-May-16,0
21-May-16,0
22-May-16,0
23-May-16,0
24-May-16,0
25-May-16,0
26-May-16,0
27-May-16,0
28-May-16,0
29-May-16,0
30-May-16,0
31-May-16,0
1-Jun-16,0
2-Jun-16,0
3-Jun-16,0
4-Jun-16,0
5-Jun-16,0
6-Jun-16,0
7-Jun-16,0
8-Jun-16,0
9-Jun-16,0
10-Jun-16,0
11-Jun-16,0
12-Jun-16,0
13-Jun-16,0
14-Jun-16,0
15-Jun-16,0
16-Jun-16,0
17-Jun-16,0
18-Jun-16,0
19-Jun-16,0
20-Jun-16,0
21-Jun-16,0
22-Jun-16,0
23-Jun-16,0
24-Jun-16,0
25-Jun-16,0
26-Jun-16,0
27-Jun-16,0
28-Jun-16,0
29-Jun-16,0
30-Jun-16,0
1-Jul-16,0
2-Jul-16,0
3-Jul-16,0
4-Jul-16,0
5-Jul-16,0
6-Jul-16,0
7-Jul-16,0
8-Jul-16,0
9-Jul-16,0
10-Jul-16,0
11-Jul-16,0
12-Jul-16,0
13-Jul-16,0
14-Jul-16,0
15-Jul-16,0
16-Jul-16,0
17-Jul-16,0
18-Jul-16,0
19-Jul-16,0
20-Jul-16,0
21-Jul-16,0
22-Jul-16,0
23-Jul-16,0
24-Jul-16,0
25-Jul-16,0
26-Jul-16,0
27-Jul-16,0
28-Jul-16,0
29-Jul-16,0
30-Jul-16,0
31-Jul-16,0
1-Aug-16,0
2-Aug-16,0
3-Aug-16,0
4-Aug-16,0
5-Aug-16,0
6-Aug-16,0
7-Aug-16,0
8-Aug-16,0
9-Aug-16,0
10-Aug-16,0
11-Aug-16,0
12-Aug-16,0
13-Aug-16,0
14-Aug-16,0
15-Aug-16,0
16-Aug-16,0
17-Aug-16,0
18-Aug-16,0
19-Aug-16,0
20-Aug-16,0
21-Aug-16,0
22-Aug-16,2661577
23-Aug-16,0
24-Aug-16,0
25-Aug-16,0
26-Aug-16,0
27-Aug-16,0
28-Aug-16,0
29-Aug-16,0
30-Aug-16,0
31-Aug-16,0
1-Sep-16,0
2-Sep-16,0
3-Sep-16,0
4-Sep-16,0
5-Sep-16,0
6-Sep-16,0
7-Sep-16,0
8-Sep-16,0
9-Sep-16,0
10-Sep-16,0
11-Sep-16,0
12-Sep-16,0
13-Sep-16,0
14-Sep-16,0
15-Sep-16,1089102
16-Sep-16,0
17-Sep-16,0
18-Sep-16,0
19-Sep-16,0
20-Sep-16,0
21-Sep-16,0
22-Sep-16,0
23-Sep-16,0
24-Sep-16,0
25-Sep-16,0
26-Sep-16,0
27-Sep-16,0
28-Sep-16,0
29-Sep-16,0
30-Sep-16,0
1-Oct-16,0
2-Oct-16,0
3-Oct-16,0
4-Oct-16,0
5-Oct-16,0
6-Oct-16,0
7-Oct-16,0
8-Oct-16,0
9-Oct-16,0
10-Oct-16,0
11-Oct-16,0
12-Oct-16,0
13-Oct-16,0
14-Oct-16,0
15-Oct-16,0
16-Oct-16,0
17-Oct-16,0
18-Oct-16,0
19-Oct-16,0
20-Oct-16,0
21-Oct-16,0
22-Oct-16,0
23-Oct-16,0
24-Oct-16,0
25-Oct-16,0
26-Oct-16,0
27-Oct-16,0
28-Oct-16,0
29-Oct-16,0
30-Oct-16,0
31-Oct-16,0
1-Nov-16,0
2-Nov-16,0
3-Nov-16,0
4-Nov-16,0
5-Nov-16,0
6-Nov-16,0
7-Nov-16,0
8-Nov-16,0
9-Nov-16,0
10-Nov-16,0
11-Nov-16,0
12-Nov-16,0
13-Nov-16,0
14-Nov-16,0
15-Nov-16,0
16-Nov-16,0
17-Nov-16,0
18-Nov-16,0
19-Nov-16,0
20-Nov-16,0
21-Nov-16,0
22-Nov-16,0
23-Nov-16,0
24-Nov-16,0
25-Nov-16,0
26-Nov-16,0
27-Nov-16,0
28-Nov-16,0
29-Nov-16,0
30-Nov-16,0
1-Dec-16,0
2-Dec-16,0
3-Dec-16,0
4-Dec-16,0
5-Dec-16,0
6-Dec-16,0
7-Dec-16,0
8-Dec-16,0
9-Dec-16,0
10-Dec-16,0
11-Dec-16,0
12-Dec-16,0
13-Dec-16,0
14-Dec-16,0
15-Dec-16,0
16-Dec-16,0
17-Dec-16,0
18-Dec-16,0
19-Dec-16,0
20-Dec-16,0
21-Dec-16,0
22-Dec-16,0
23-Dec-16,0
24-Dec-16,0
25-Dec-16,0
26-Dec-16,0
27-Dec-16,0
28-Dec-16,0
29-Dec-16,0
30-Dec-16,0
31-Dec-16,0
1-Jan-17,0
2-Jan-17,0
3-Jan-17,0
4-Jan-17,0
5-Jan-17,0
6-Jan-17,0
7-Jan-17,0
8-Jan-17,0
9-Jan-17,0
10-Jan-17,0
11-Jan-17,0
12-Jan-17,0
13-Jan-17,0
14-Jan-17,0
15-Jan-17,0
16-Jan-17,0
17-Jan-17,0
18-Jan-17,0
19-Jan-17,0
20-Jan-17,0
21-Jan-17,0
22-Jan-17,0
23-Jan-17,0
24-Jan-17,0
25-Jan-17,0
26-Jan-17,0
27-Jan-17,0
28-Jan-17,0
29-Jan-17,0
30-Jan-17,0
31-Jan-17,0
1-Feb-17,0
2-Feb-17,0
3-Feb-17,0
4-Feb-17,0
5-Feb-17,0
6-Feb-17,0
7-Feb-17,0
8-Feb-17,0
9-Feb-17,0
10-Feb-17,0
11-Feb-17,0
12-Feb-17,0
13-Feb-17,3338338
14-Feb-17,0
15-Feb-17,0
16-Feb-17,0
17-Feb-17,0
18-Feb-17,0
19-Feb-17,0
20-Feb-17,0
21-Feb-17,0
22-Feb-17,0
23-Feb-17,0
24-Feb-17,0
25-Feb-17,0
26-Feb-17,0
27-Feb-17,0
28-Feb-17,0
1-Mar-17,0
2-Mar-17,0
3-Mar-17,0
4-Mar-17,0
5-Mar-17,0
6-Mar-17,0
7-Mar-17,0
8-Mar-17,0
9-Mar-17,0
10-Mar-17,0
11-Mar-17,0
12-Mar-17,0
13-Mar-17,0
14-Mar-17,0
15-Mar-17,0
16-Mar-17,0
17-Mar-17,0
18-Mar-17,0
19-Mar-17,0
20-Mar-17,0
21-Mar-17,0
22-Mar-17,0
23-Mar-17,0
24-Mar-17,0
25-Mar-17,0
26-Mar-17,0
27-Mar-17,0
28-Mar-17,0
29-Mar-17,0
30-Mar-17,0
31-Mar-17,0
1-Apr-17,0
2-Apr-17,0
3-Apr-17,0
4-Apr-17,0
5-Apr-17,0
6-Apr-17,0
7-Apr-17,0
8-Apr-17,0
9-Apr-17,0
10-Apr-17,0
11-Apr-17,0
12-Apr-17,0
13-Apr-17,0
14-Apr-17,0
15-Apr-17,0
16-Apr-17,0
17-Apr-17,0
18-Apr-17,0
19-Apr-17,0
20-Apr-17,0
21-Apr-17,0
22-Apr-17,0
23-Apr-17,0
24-Apr-17,768761
25-Apr-17,0
26-Apr-17,0
27-Apr-17,0
28-Apr-17,0
29-Apr-17,0
30-Apr-17,0
1-May-17,0
2-May-17,0
3-May-17,0
4-May-17,0
5-May-17,0
6-May-17,0
7-May-17,0
8-May-17,2344251
9-May-17,0
10-May-17,0
11-May-17,0
12-May-17,0
13-May-17,0
14-May-17,0
15-May-17,0
16-May-17,0
17-May-17,43153
18-May-17,0
19-May-17,0
20-May-17,0
21-May-17,0
22-May-17,0
23-May-17,0
24-May-17,0
25-May-17,0
26-May-17,0
27-May-17,0
28-May-17,0
29-May-17,0
30-May-17,0
31-May-17,0
1-Jun-17,0
2-Jun-17,0
3-Jun-17,0
4-Jun-17,0
5-Jun-17,0
6-Jun-17,0
7-Jun-17,0
8-Jun-17,0
9-Jun-17,0
10-Jun-17,0
11-Jun-17,0
12-Jun-17,0
13-Jun-17,0
14-Jun-17,0
15-Jun-17,0
16-Jun-17,0
17-Jun-17,0
18-Jun-17,0
19-Jun-17,0
20-Jun-17,0
21-Jun-17,0
22-Jun-17,0
23-Jun-17,0
24-Jun-17,0
25-Jun-17,0
26-Jun-17,0
27-Jun-17,0
28-Jun-17,0
29-Jun-17,0
30-Jun-17,0
1-Jul-17,0
2-Jul-17,0
3-Jul-17,0
4-Jul-17,0
5-Jul-17,0
6-Jul-17,0
7-Jul-17,0
8-Jul-17,0
9-Jul-17,0
10-Jul-17,0
11-Jul-17,0
12-Jul-17,0
13-Jul-17,0
14-Jul-17,0
15-Jul-17,0
16-Jul-17,0
17-Jul-17,0
18-Jul-17,0
19-Jul-17,0
20-Jul-17,0
21-Jul-17,0
22-Jul-17,0
23-Jul-17,0
24-Jul-17,0
25-Jul-17,0
26-Jul-17,0
27-Jul-17,0
28-Jul-17,0
29-Jul-17,0
30-Jul-17,0
31-Jul-17,0
1-Aug-17,0
2-Aug-17,0
3-Aug-17,0
4-Aug-17,0
5-Aug-17,0
6-Aug-17,0
7-Aug-17,0
8-Aug-17,0
9-Aug-17,0
10-Aug-17,0
11-Aug-17,0
12-Aug-17,0
13-Aug-17,0
14-Aug-17,0
15-Aug-17,0
16-Aug-17,0
17-Aug-17,0
18-Aug-17,0
19-Aug-17,0
20-Aug-17,0
21-Aug-17,0
22-Aug-17,0
23-Aug-17,0
24-Aug-17,0
25-Aug-17,0
26-Aug-17,0
27-Aug-17,0
28-Aug-17,2100000
29-Aug-17,0
30-Aug-17,0
31-Aug-17,0
1-Sep-17,0
2-Sep-17,0
3-Sep-17,0
4-Sep-17,0
5-Sep-17,0
6-Sep-17,0
7-Sep-17,0
8-Sep-17,0
9-Sep-17,0
10-Sep-17,0
11-Sep-17,0
12-Sep-17,0
13-Sep-17,0
14-Sep-17,0
15-Sep-17,0
16-Sep-17,0
17-Sep-17,0
18-Sep-17,0
19-Sep-17,0
20-Sep-17,0
21-Sep-17,0
22-Sep-17,0
23-Sep-17,0
24-Sep-17,0
25-Sep-17,0
26-Sep-17,0
27-Sep-17,0
28-Sep-17,0
29-Sep-17,0
30-Sep-17,0
1-Oct-17,0
2-Oct-17,0
3-Oct-17,0
4-Oct-17,0
5-Oct-17,0
6-Oct-17,0
7-Oct-17,0
8-Oct-17,0
9-Oct-17,0
10-Oct-17,0
11-Oct-17,0
12-Oct-17,0
13-Oct-17,0
14-Oct-17,0
15-Oct-17,0
16-Oct-17,0
17-Oct-17,0
18-Oct-17,0
19-Oct-17,0
20-Oct-17,0
21-Oct-17,0
22-Oct-17,0
23-Oct-17,0
24-Oct-17,0
25-Oct-17,0
26-Oct-17,0
27-Oct-17,0
28-Oct-17,0
29-Oct-17,0
30-Oct-17,0
31-Oct-17,0
1-Nov-17,0
2-Nov-17,0
3-Nov-17,0
4-Nov-17,0
5-Nov-17,0
6-Nov-17,0
7-Nov-17,0
8-Nov-17,0
9-Nov-17,0
10-Nov-17,0
11-Nov-17,0
12-Nov-17,0
13-Nov-17,0
14-Nov-17,0
15-Nov-17,0
16-Nov-17,0
17-Nov-17,0
18-Nov-17,0
19-Nov-17,0
20-Nov-17,0
21-Nov-17,0
22-Nov-17,0
23-Nov-17,0
24-Nov-17,0
25-Nov-17,0
26-Nov-17,0
27-Nov-17,0
28-Nov-17,0
29-Nov-17,0
30-Nov-17,0
1-Dec-17,0
2-Dec-17,0
3-Dec-17,0
4-Dec-17,0
5-Dec-17,0
6-Dec-17,0
7-Dec-17,0
8-Dec-17,0
9-Dec-17,0
10-Dec-17,0
11-Dec-17,0
12-Dec-17,0
13-Dec-17,0
14-Dec-17,0
15-Dec-17,0
16-Dec-17,0
17-Dec-17,0
18-Dec-17,0
19-Dec-17,0
20-Dec-17,0
21-Dec-17,0
22-Dec-17,0
23-Dec-17,0
24-Dec-17,0
25-Dec-17,0
26-Dec-17,0
27-Dec-17,0
28-Dec-17,0
29-Dec-17,0
30-Dec-17,0
31-Dec-17,0
1-Jan-18,0
2-Jan-18,0
3-Jan-18,0
4-Jan-18,0
5-Jan-18,0
6-Jan-18,0
7-Jan-18,0
8-Jan-18,0
9-Jan-18,0
10-Jan-18,0
11-Jan-18,0
12-Jan-18,0
13-Jan-18,0
14-Jan-18,0
15-Jan-18,0
16-Jan-18,0
17-Jan-18,0
18-Jan-18,0
19-Jan-18,0
20-Jan-18,0
21-Jan-18,0
22-Jan-18,0
23-Jan-18,0
24-Jan-18,0
25-Jan-18,0
26-Jan-18,0
27-Jan-18,0
28-Jan-18,0
29-Jan-18,3287826
30-Jan-18,0
31-Jan-18,0
1-Feb-18,0
2-Feb-18,0
3-Feb-18,0
4-Feb-18,0
5-Feb-18,0
6-Feb-18,0
7-Feb-18,0
8-Feb-18,0
9-Feb-18,0
10-Feb-18,0
11-Feb-18,0
12-Feb-18,0
13-Feb-18,0
14-Feb-18,0
15-Feb-18,0
16-Feb-18,0
17-Feb-18,0
18-Feb-18,0
19-Feb-18,0
20-Feb-18,0
21-Feb-18,0
22-Feb-18,0
23-Feb-18,0
24-Feb-18,0
25-Feb-18,0
26-Feb-18,0
27-Feb-18,0
28-Feb-18,0
1-Mar-18,0
2-Mar-18,0
3-Mar-18,0
4-Mar-18,0
5-Mar-18,0
6-Mar-18,0
7-Mar-18,0
8-Mar-18,0
9-Mar-18,0
10-Mar-18,0
11-Mar-18,0
12-Mar-18,0
13-Mar-18,0
14-Mar-18,0
15-Mar-18,0
16-Mar-18,0
17-Mar-18,0
18-Mar-18,0
19-Mar-18,0
20-Mar-18,0
21-Mar-18,0
22-Mar-18,0
23-Mar-18,0
24-Mar-18,0
25-Mar-18,0
26-Mar-18,0
27-Mar-18,0
28-Mar-18,0
29-Mar-18,0
30-Mar-18,0
31-Mar-18,0
1-Apr-18,0
2-Apr-18,0
3-Apr-18,0
4-Apr-18,0
5-Apr-18,0
6-Apr-18,0
7-Apr-18,0
8-Apr-18,0
9-Apr-18,0
10-Apr-18,0
11-Apr-18,0
12-Apr-18,0
13-Apr-18,0
14-Apr-18,0
15-Apr-18,0
16-Apr-18,1037045
17-Apr-18,0
18-Apr-18,0
19-Apr-18,0
20-Apr-18,0
21-Apr-18,0
22-Apr-18,0
23-Apr-18,0
24-Apr-18,0
25-Apr-18,0
26-Apr-18,0
27-Apr-18,0
28-Apr-18,0
29-Apr-18,0
30-Apr-18,0
1-May-18,0
2-May-18,0
3-May-18,0
4-May-18,0
5-May-18,0
6-May-18,0
7-May-18,0
8-May-18,0
9-May-18,0
10-May-18,0
11-May-18,0
12-May-18,0
13-May-18,0
14-May-18,0
15-May-18,0
16-May-18,0
17-May-18,0
18-May-18,0
19-May-18,0
20-May-18,0
21-May-18,0
22-May-18,0
23-May-18,0
24-May-18,0
25-May-18,0
26-May-18,0
27-May-18,0
28-May-18,0
29-May-18,0
30-May-18,0
31-May-18,0
1-Jun-18,0
2-Jun-18,0
3-Jun-18,0
4-Jun-18,95424
5-Jun-18,0
6-Jun-18,0
7-Jun-18,0
8-Jun-18,0
9-Jun-18,0
10-Jun-18,0
11-Jun-18,0
12-Jun-18,0
13-Jun-18,0
14-Jun-18,0
15-Jun-18,0
16-Jun-18,0
17-Jun-18,0
18-Jun-18,0
19-Jun-18,0
20-Jun-18,0
21-Jun-18,0
22-Jun-18,0
23-Jun-18,0
24-Jun-18,0
25-Jun-18,0
26-Jun-18,0
27-Jun-18,0
28-Jun-18,0
29-Jun-18,0
30-Jun-18,0
1-Jul-18,0
2-Jul-18,0
3-Jul-18,0
4-Jul-18,0
5-Jul-18,0
6-Jul-18,0
7-Jul-18,0
8-Jul-18,0
9-Jul-18,2604316
10-Jul-18,0
11-Jul-18,0
12-Jul-18,0
13-Jul-18,0
14-Jul-18,0
15-Jul-18,0
16-Jul-18,0
17-Jul-18,0
18-Jul-18,0
19-Jul-18,0
20-Jul-18,0
21-Jul-18,0
22-Jul-18,0
23-Jul-18,0
24-Jul-18,0
25-Jul-18,0
26-Jul-18,0
27-Jul-18,0
28-Jul-18,0
29-Jul-18,0
30-Jul-18,0
31-Jul-18,0
1-Aug-18,0
2-Aug-18,0
3-Aug-18,0
4-Aug-18,0
5-Aug-18,0
6-Aug-18,0
7-Aug-18,0
8-Aug-18,0
9-Aug-18,0
10-Aug-18,0
11-Aug-18,0
12-Aug-18,0
13-Aug-18,0
14-Aug-18,0
15-Aug-18,0
16-Aug-18,0
17-Aug-18,0
18-Aug-18,0
19-Aug-18,0
20-Aug-18,0
21-Aug-18,0
22-Aug-18,0
23-Aug-18,0
24-Aug-18,0
25-Aug-18,0
26-Aug-18,0
27-Aug-18,0
28-Aug-18,0
29-Aug-18,0
30-Aug-18,0
31-Aug-18,0
1-Sep-18,0
2-Sep-18,0
3-Sep-18,0
4-Sep-18,0
5-Sep-18,0
6-Sep-18,0
7-Sep-18,0
8-Sep-18,0
9-Sep-18,0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
